500,5,0.002460956573486328
500,10,0.002505064010620117
500,15,0.0020627975463867188
500,20,0.0036280155181884766
500,25,0.0029146671295166016
500,30,0.0036699771881103516
500,35,0.003243684768676758
500,40,0.003236055374145508
500,45,0.0028150081634521484
500,50,0.003350973129272461
5000,5,0.004755973815917969
5000,10,0.004490852355957031
5000,15,0.0041599273681640625
5000,20,0.0035011768341064453
5000,25,0.005136013031005859
5000,30,0.0044820308685302734
5000,35,0.004899024963378906
5000,40,0.004881858825683594
5000,45,0.0055370330810546875
5000,50,0.006031036376953125
50000,5,0.024579763412475586
50000,10,0.026160240173339844
50000,15,0.030218124389648438
50000,20,0.027549028396606445
50000,25,0.031493186950683594
50000,30,0.05272984504699707
50000,35,0.060714006423950195
50000,40,0.060201168060302734
50000,45,0.05294680595397949
50000,50,0.059760093688964844
500000,5,0.3988380432128906
500000,10,0.3948671817779541
500000,15,0.3570291996002197
500000,20,0.4057738780975342
500000,25,0.46079111099243164
500000,30,0.6411950588226318
500000,35,0.7180068492889404
500000,40,1.0533628463745117
500000,45,1.0732719898223877
500000,50,0.5580098628997803
5000000,5,3.347492218017578
5000000,10,3.5028579235076904
5000000,15,6.091071844100952
5000000,20,3.260057210922241
5000000,25,5.406301021575928
5000000,30,8.255676031112671
5000000,35,10.148501873016357
5000000,40,6.240172863006592
5000000,45,7.83041787147522
5000000,50,9.932314157485962
