500,5,0.3338770866394043
500,10,0.37885403633117676
500,15,0.34995508193969727
500,20,0.8623428344726562
500,25,0.6240158081054688
500,30,0.5770258903503418
500,35,0.6115679740905762
500,40,0.603039026260376
500,45,0.5050969123840332
500,50,0.615037202835083
5000,5,1.3729791641235352
5000,10,1.2727680206298828
5000,15,1.881659984588623
5000,20,1.5653209686279297
5000,25,2.1592469215393066
5000,30,2.120205879211426
5000,35,2.426409959793091
5000,40,1.8658931255340576
5000,45,2.518570899963379
5000,50,1.773007869720459
50000,5,3.9239768981933594
50000,10,3.8421530723571777
50000,15,4.191148042678833
50000,20,2.6073031425476074
50000,25,4.117727994918823
50000,30,9.128764152526855
50000,35,7.0559611320495605
50000,40,4.447583198547363
50000,45,6.199891090393066
50000,50,4.880644083023071
500000,5,22.80763292312622
500000,10,33.31173515319824
500000,15,19.743526935577393
500000,20,24.408879041671753
500000,25,40.08123230934143
500000,30,35.1325581073761
500000,35,42.32537531852722
500000,40,47.99970197677612
500000,45,58.902486085891724
500000,50,73.08741188049316
5000000,5,189.81432104110718
5000000,10,182.00106596946716
5000000,15,230.89490938186646
5000000,20,197.01588487625122
5000000,25,237.89031076431274
5000000,30,227.54068899154663
5000000,35,342.3270537853241
5000000,40,302.44886898994446
5000000,45,261.0438928604126
5000000,50,258.82733273506165
